Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types
ELEC,UMKC,5001 Oak St,,Kansas City,MO,64110,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.035998,-94.581594,2015-04-23,49032,2015-04-23 08:19:49 UTC,,,,,,,,,J1772
ELEC,Umstead Hotel and Spa,100 Woodland Pond Dr,N Harrison Ave and SAS Campus Drive,Cary,NC,27513,,866-877-4141,E,,Public,24 hours daily; guest use only,,,,,,2,,,,,GPS,35.82973,-78.7646,2015-01-06,47718,2015-01-06 17:43:29 UTC,T,,,2012-02-01,,,,,J1772
ELEC,Nissan of Bergenfield,318 S Washington Ave,,Bergenfield,NJ,07621,,201-385-3600,E,,Private,,,,,,,1,,,,,200-8,40.9172683,-73.9972053,2015-01-06,45663,2015-02-10 18:40:31 UTC,P,,,2012-01-31,,,,,J1772
ELEC,Peruzzi Nissan,165 Lincoln Hwy,,Fairless Hills,PA,19030,,215-943-6200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,40.181931,-74.863403,2015-01-06,47757,2015-02-10 18:43:08 UTC,P,,,2012-01-31,,,,,J1772
E85,Meijer Gas #167,2752 Allison Ln,,Jeffersonville,IN,47130,,812-218-6629,E,,Public,24 hours daily,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.322867,-85.70947699999999,2015-01-06,30757,2015-01-06 17:45:49 UTC,P,,,2006-09-15,,,,false,
ELEC,Westar Energy - Lawrence Energy Center,1250 N 1800 Rd,,Lawrence,KS,66049,,,E,,Private,Fleet use only,,,,,,1,,,,,200-8,39.0067949,-95.269499,2015-01-06,52912,2015-01-06 17:49:34 UTC,T,,,2013-01-01,,,,,J1772
CNG,Con Edison - Eastview Service Center,315 Old Saw Mill River Rd,,Valhalla,NY,10595,,914-789-6723,E,,Public - Card key at all times,"9am-1pm, 5pm-7pm daily; call 718-204-4048 to arrange for card key",,,Q,3000,,,,,,,200-8,41.08338699999999,-73.82378790000001,2015-04-03,51610,2015-04-03 17:00:52 UTC,T,,,2013-03-01,,MD,,,
ELEC,Serramonte Nissan,650 Serramonte Blvd,,Colma,CA,94014,,650-994-1661,E,,Private,,,,,,,1,,,,,200-8,37.675806,-122.461273,2015-01-06,47599,2015-02-10 18:52:21 UTC,P,,,2011-03-15,,,,,J1772
LPG,Triple B Home Center,1315 S Hamilton St,,Sullivan,IL,61951,,217-728-2349,E,,Public - Call ahead,"7:30am-5pm M-F, 8am-1pm Sat",A Cash D M V,,,,,,,,,,200-8,39.5857114,-88.6091442,2015-01-06,34933,2015-01-06 17:48:25 UTC,P,,,,,,false,,
CNG,Domino Express #9,1303 W 3rd St,,Elk City,OK,73644,,580-225-0152,E,,Public,24 hours daily,Cash Checks A D M V FuelMan Voyager Wright_Exp,,Q,3600,,,,,,,200-8,35.4117249,-99.419721,2015-01-06,62741,2015-04-06 16:49:58 UTC,P,,,2014-10-15,,HD,,,
ELEC,The Mill Casino,3201 Tremont Ave,,North Bend,OR,97459,,800-953-4800,E,,Public,24 hours daily,,,,,,1,,,,,200-8,43.3946676,-124.2195544,2015-03-04,53982,2015-03-04 14:13:09 UTC,P,,,2013-11-01,,,,,J1772
LPG,U-Haul,1011 Highway 14,South of I-10,Lake Charles,LA,70601,,337-436-5014,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,30.2250294,-93.1800662,2015-03-04,19976,2015-03-04 14:11:58 UTC,P,,,,,,false,,
ELEC,Coggin Nissan at the Avenues,10859 Philips Hwy,,Jacksonville,FL,32256,,904-880-3000,E,,Private,,,,,,,1,,,,,200-8,30.1725503,-81.5452976,2015-01-06,46580,2015-02-10 18:30:51 UTC,P,,,2012-01-31,,,,,J1772
LPG,Heritage Propane,4504 E Lamar Alexander Pkwy,,Walland,TN,37886,,865-977-6777,E,,Public - Call ahead,8am-12pm and 1pm-5pm M-F,Checks Cash D V,,,,,,,,,,200-8,35.7477416,-83.8371242,2015-01-06,35890,2015-01-06 17:43:55 UTC,P,,,,,,true,,
CNG,AT&T,100 W Alondra Blvd,,Gardena,CA,90248,,,E,,Private,,,,Q,3600,,,,,,,200-8,33.8847443,-118.2765203,2015-01-06,40875,2015-04-15 19:16:59 UTC,P,,,2011-06-15,,MD,,,
ELEC,NATIONAL GRID,222 Richmond St,,Providence,RI,02903,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.819064,-71.408276,2015-04-23,52821,2015-04-23 08:28:00 UTC,,,,,,,,,J1772
E85,Vandenberg Air Force Base,306 8th St,,Santa Barbara,CA,93437,,,E,,Private - Government only,,,,,,,,,,,,200-8,34.7232998,-120.5356382,2015-01-06,62784,2015-01-06 17:47:21 UTC,FG,5,Department of Air Force,2004-10-15,,,,false,
CNG,Encana - Plano,5851 Legacy Cir,,Plano,TX,75024,,,E,,Private,,,,T,3600,,,,,,,200-8,33.0806397,-96.8227015,2015-01-06,48914,2015-03-24 19:41:39 UTC,P,,,2012-08-01,,MD,,,
ELEC,CITYOFSANTAROSA,97 D St,,Santa Rosa,CA,95404,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,38.4394132,-122.7112405,2015-04-23,48143,2015-04-23 07:54:32 UTC,,,,,,,,,NEMA520 J1772
ELEC,Spartanburg Municipal Parking Garage,130 E Saint John St,,Spartanburg,SC,29306,,843-743-6736,E,,Public,24 hours daily,,,,,,2,,,,,200-8,34.9520415,-81.9315933,2015-01-06,36710,2015-01-06 17:47:40 UTC,LG,,,2010-12-15,,,,,J1772
E85,Speedway #1810,2423 120th Ave,,Holland,MI,49424,,616-396-4700,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.8125767,-86.0784455,2015-03-04,64358,2015-03-04 14:23:59 UTC,P,,,2014-11-15,,,,false,
E85,Elgin One Stop,501 N 2nd St,,Elgin,NE,68636,,402-843-2100,E,,Public - Credit card after hours,"6am-10:30pm Sun-Th, 6am-11pm F-Sat",A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.9874836,-98.08462139999999,2015-04-03,49312,2015-04-03 17:04:39 UTC,P,,,2012-08-27,,,,true,
ELEC,Chatsworth Metrolink Station,10046 Old Depot Plaza Rd,,Chatsworth,CA,91311,,800-371-5465,T,,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,,,200-8,34.2533868,-118.5988554,2015-01-06,50424,2015-01-06 17:47:41 UTC,P,,,,,,,,J1772
ELEC,Embassy Suites Frisco Hotel & Convention Center --- South Parking Lot,7600 John Q Hammons Drive,,Frisco,TX,75034,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,33.099784,-96.81732,2015-04-23,54216,2015-04-23 07:09:12 UTC,,,,,,,,,J1772
ELEC,CARCHARGING,1 Pennsylvania Plaza,,New York,NY,10119,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.75147,-73.9927795,2015-04-23,56001,2015-04-23 07:51:10 UTC,,,,,,,,,NEMA520 J1772
ELEC,EV CHARGER,64-74 NV-592,,Las Vegas,NV,89109,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,36.1147871,-115.1733979,2015-04-23,62226,2015-04-23 08:26:56 UTC,,,,,,,,,J1772
BD,Forest Service - Cleveland National Forest,Cleveland National Forest,,Santa Ysabel,CA,92070,,,E,,Private,USDA fleet use only,,B20,,,,,,,,,GPS,33.212382,-116.710639,2015-01-06,52419,2015-01-06 17:47:04 UTC,FG,4,U.S. Department of Agriculture,2013-06-30,,,,,
BD,City of Phoenix - Fire Station #59,1111 S 65th Ave,,Phoenix,AZ,85043,,,E,,Private,,,B20,,,,,,,,,200-8,33.4379359,-112.1982409,2015-01-06,53307,2015-01-06 17:47:54 UTC,LG,,,2008-01-01,,,,,
ELEC,Tahoma Market (I-5 Exit 137),6006 Pacific Highway East,,Fife,WA,98424,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,2,,Blink Network,http://www.blinknetwork.com/,GPS,47.24198,-122.348098,2015-04-23,65684,2015-04-23 07:10:15 UTC,,,,,,,,,CHADEMO J1772
ELEC,Town of Basalt - Midland Spur,100 Midland Spur,,Basalt,CO,81621,,970-927-4701,E,,Public,24 hours daily,,,,,,2,,,,,GPS,39.36902,-107.03572,2015-01-06,63729,2015-01-06 17:48:53 UTC,LG,,,2014-06-01,,,,,J1772
CNG,NGV Solutions LLC,5495 Lakeland Dr,Intersection of Wertz and Lakeland Dr,Flowood,MS,39232,,601-982-1244,E,,Private,,,,T,3600,,,,,,,200-8,32.350721,-90.030272,2015-01-06,60731,2015-01-06 17:44:59 UTC,P,,,2012-01-01,,HD,,,
ELEC,OUC,65 W Washington St,,Orlando,FL,32801,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,28.544092,-81.380449,2015-04-23,45006,2015-04-23 07:53:05 UTC,,,,,,,,,NEMA520 J1772
E85,Kroger Fuel Center #844,175 Lancaster Pike,,Circleville,OH,43113,,740-477-5700,E,,Public,6am-10pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.59798079999999,-82.9312028,2015-03-04,31083,2015-03-04 01:14:40 UTC,P,,,2007-03-15,,,,false,
E85,SuperAmerica #4340,3235 White Bear Ave ,,White Bear Lake,MN,55110,, 651-777-1235,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,45.0388302,-93.018445,2015-03-04,65813,2015-03-04 14:16:47 UTC,P,,,2015-02-15,,,,false,
ELEC,MBTA,280 Ivory St,,Braintree,MA,02184,,888-758-4389,E,,Public,24 hours daily,,,,,,5,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,42.205989,-71.000792,2015-04-23,48059,2015-04-23 08:10:45 UTC,,,,,,,,,J1772
ELEC,Inn At The Market,86 Pine Street,,Seattle,WA,98101,,800-663-5633,E,,Public,MO: 24 hours; TU: 24 hours; WE: 24 hours; TH: 24 hours; FR: 24 hours; SA: 24 hours; SU: 24 hours,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,47.6098122,-122.3413016,2015-04-23,65034,2015-04-23 07:35:21 UTC,,,,,,,,,J1772
ELEC,Hilton La Jolla Torrey Pines,10950 North Torrey Pines Road,,La Jolla,CA,92037,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,7,,,Blink Network,http://www.blinknetwork.com/,GPS,32.9015358,-117.2437714,2015-04-23,47614,2015-04-23 07:11:03 UTC,,,,,,,,,J1772
E85,Kum & Go #240,530 North Ave,,Norwalk,IA,50211,,515-981-0617,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-8,41.4750048,-93.68188099999999,2015-03-04,35450,2015-03-04 14:28:44 UTC,P,,,2009-12-11,,,,false,
ELEC,Benton Nissan,1834 US Highway 78 E,,Oxford,AL,36203,,256-831-8882,E,,Private,,,,,,,1,,,,,200-8,33.6148266,-85.7999231,2015-01-06,46695,2015-02-10 18:26:35 UTC,P,,,2012-01-31,,,,,J1772
ELEC,Concordville Nissan,452 Wilmington W Chester Pike,,Glen Mills,PA,19342,,610-459-8900,E,,Private,,,,,,,1,,,,,200-8,39.8658371,-75.5442656,2015-01-06,47744,2015-02-10 18:43:16 UTC,P,,,2012-01-31,,,,,J1772
BD,National Grid - Westborough,25 Research Dr,,Westborough,MA,01581,,,E,,Private,,,"B20 in summer, B5 in winter",,,,,,,,,200-8,42.2872382,-71.5770683,2015-01-06,52962,2015-03-27 19:15:52 UTC,P,,,2013-09-15,,,,,
HY,US Marine Corps - Kaneohe Marine Base,370 3rd St,"Corner of 1st and ""C"" streets",Kaneohe Bay,HI,96863,,,E,,Private - Government only,,,,,,,,,,,,GPS,21.44651,-157.76177,2015-01-06,48872,2015-04-16 14:47:40 UTC,FG,26,United States Marine Corps,2014-01-01,,,,,
ELEC,FREEDOM NISSAN,1095 Shelburne Road,,South Burlington,VT,05403,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.mychargepoint.net/,GPS,44.4388342,-73.2109058,2015-04-23,61730,2015-04-23 07:39:54 UTC,,,,,,,,,CHADEMO
E85,Speedway #5491,18799 Fort St,,Riverview,MI,48193,,734-282-4196,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,42.170847,-83.188294,2015-03-04,60545,2015-03-04 01:15:26 UTC,P,,,1987-02-23,,,,false,
ELEC,El Dorado County Government Center,2850 Fairlane Ct,Building C parking lot,Placerville,CA,95667,,530-621-5300,E,,Public,24 hours daily,,,,,,1,,1 SP Inductive,,,GPS,38.72799,-120.828,2013-12-31,25522,2015-01-08 22:23:26 UTC,P,,,2004-05-15,,,,,J1772
LPG,Martin LP Gas,5553 Highway 300,1 miles south of FM 1844,Longview,TX,75604,,903-759-5250,E,,Public,7am-12pm and 1pm-5pm M-F,A Cash D M V,,,,,,,,,,200-8,32.5804954,-94.812316,2015-01-06,20056,2015-01-06 17:49:07 UTC,P,,,,,,false,,
ELEC,Crowley Nissan,1451 Farmington Ave,,Bristol,CT,06010,,860-944-7766,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,,,200-8,41.6992932,-72.8956037,2015-01-06,46547,2015-04-17 19:57:03 UTC,P,,,2011-11-22,,,,,J1772 CHADEMO
LPG,AmeriGas,163 Railroad Ave SW,,New Albin,IA,52160,,563-544-4200,E,,Public - Call ahead,8am-4:30pm M-F,Cash A D M V,,,,,,,,,,200-8,43.4959947,-91.2917817,2015-04-03,21824,2015-04-03 16:58:23 UTC,P,,,,,,true,,
LPG,Ferrellgas - Andrews Shell,9060 W Northern Ave,,Glendale,AZ,85305,,602-278-8511  877-234-1722,E,,Public - Card key at all times,24 hours daily; Pro-Key required - contact Ferrellgas for details,A D M V,,,,,,,,,,200-8,33.552254,-112.254324,2015-01-06,40463,2015-01-06 17:49:33 UTC,P,,,,,,true,,
E85,United Western Co-op,3165 US Highway 30,,Woodbine,IA,51579,,712-647-2511,E,,Public - Credit card at all times,24 hours daily; Also accept United Western Co-op card - contact station for arrangements,A D M V,,,,,,,,,,GPS,41.727864,-95.702833,2015-04-03,48928,2015-04-03 17:00:41 UTC,P,,,2011-03-15,,,,true,
ELEC,UM PTS,646 W Pratt St,,Baltimore,MD,21201,,888-758-4389,E,,Public,24 hours daily,,,,,2,6,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,39.2863138,-76.6251238,2015-04-23,43195,2015-04-23 08:07:35 UTC,,,,,,,,,NEMA520 J1772
LPG,U-Haul,1420 Blizzard Dr,Near Southside High School,Parkersburg,WV,26101,,304-485-6220,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,39.243167,-81.552325,2015-01-06,19419,2015-01-06 17:46:45 UTC,P,,,,,,true,,
ELEC,Panera Bread - Tesla,3260 Niles Rd,I-94 Exit 27,Saint Joseph,MI,49085,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-8,42.056717,-86.456695,2015-01-06,53692,2015-01-21 00:17:32 UTC,P,,,2013-11-01,,,,,TESLA
E85,Kwik Trip #485,6 W Hidden Trail,"Pump 17 and 18, on Hwy 67/12, right in front of Hampton Inn, to right of McDonald's",Elkhorn,WI,53121,,262-723-7179,E,,Public,24 hours daily,Cash Checks A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,GPS,42.694575,-88.54249,2015-01-06,35095,2015-03-23 20:43:52 UTC,P,,,2009-10-22,,,,false,
LPG,Herring Gas Co,309 S 10th Ave,,Laurel,MS,39440,,601-428-7185,E,,Public - Call ahead,8am-5pm M-F; best to come between 8am and 9:30am,A Checks Cash M V,,,,,,,,,,200-8,31.687018899999998,-89.1386445,2015-01-06,17659,2015-01-06 17:46:28 UTC,P,,,,,,false,,
LNG,Burrtec Waste,9820 Cherry Ave,,Fontana,CA,92335,,,E,,Private,,,,,,,,,,,,200-8,34.0742058,-117.4894155,2015-01-06,23483,2015-04-15 20:01:44 UTC,P,,,2013-04-30,,HD,,,
BD,DC Department of Public Works - MPD 3rd District,1620 V St NW,,Washington,DC,20009,,,E,,Private - Government only,DC fleet use only,,"B20 in summer, B5",,,,,,,,,200-8,38.917766,-77.03772599999999,2015-01-06,53248,2015-01-06 17:49:34 UTC,LG,,,2011-08-01,,,,,
E85,Clark,103 Comfort Dr,Junction of I-72 and Route 67,Jacksonville,IL,62650,,217-243-3400,E,,Public,5am-1am daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.6923285,-90.22881679999999,2015-01-06,28423,2015-01-06 17:48:30 UTC,P,,,2007-05-15,,,,false,
LPG,Penman Conoco Service,609  E Main St,Highway 222,Knox City,TX,79529,,940-658-3513,E,,Public,7am-5pm M-F,A Checks Cash D M V,,,,,,,,,,200-8,33.4180937,-99.8129655,2015-01-06,34750,2015-01-06 17:48:58 UTC,P,,,,,,false,,
ELEC,WEST GERMAN BMW,500 Pennsylvania Ave,,Fort Washington,PA,19034,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.134012,-75.2074839,2015-04-23,60455,2015-04-23 08:31:00 UTC,,,,,,,,,J1772
LNG,Clean Energy - Express Fuels,440-1 Lane Ave S,,Jacksonville,FL,32254,,866-809-4869,E,,Public - Credit card at all times,"24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts Comdata, EFS, Speedway, TCH, and T-Chek",A CleanEnergy D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,30.3243386,-81.7518892,2015-03-04,51603,2015-03-04 14:10:36 UTC,P,,,2013-12-01,,HD,,,
ELEC,Pearson Ford,10650 N Michigan Rd,,Zionsville,IN,46077,,317-873-3333,E,,Public,Dealership business hours,,,,,,2,,,,,200-8,39.9416571,-86.2372927,2015-01-06,52372,2015-01-06 17:47:47 UTC,P,,,2013-03-15,,,,,J1772
ELEC,ABBERLYCROSSING,9698 Patriot Crossing,,Ladson,SC,29456,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.9555017,-80.1166499,2015-04-23,58163,2015-04-23 08:27:04 UTC,,,,,,,,,J1772
ELEC,Los Angeles County - Olive View UCLA Medical Center,14445 Olive View Dr,Located just East of the Sheriff substation. Enter off Cobalt St.,Sylmar,CA,91342,,323-881-3919 ,E,,Public,"24 hours daily; keypad activated, instructions on EVSE",,,,,,4,,,,,200-8,34.3257084,-118.4457761,2015-01-06,63738,2015-04-08 16:12:29 UTC,LG,,,2014-10-01,,,,,J1772
LPG,Port Washington Street Department,333 N Moore Rd,,Port Washington,WI,53074,,,E,,Private,,,,,,,,,,,,200-8,43.3875661,-87.879509,2015-01-06,61909,2015-01-06 17:46:30 UTC,LG,,,,,,false,,
E85,Qik-n-EZ #62,1607 Morrissey Dr,,Bloomington,IL,61704,,309-661-0524,E,,Public,24 hours daily,A Checks Cash D FuelMan GasCard M PHH V Voyager Wright_Exp,,,,,,,,,,200-9,40.4584568,-88.9707084,2015-01-06,26666,2015-01-06 17:48:31 UTC,P,,,2005-03-15,,,,false,
ELEC,"Walgreens - Lutherville, MD #12847",1801 York Road,,Lutherville,MD,21093,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,39.4306377,-76.6208506,2015-04-23,42725,2015-04-23 07:34:13 UTC,,,,,,,,,J1772
ELEC,Kroger Store #308,11003 Shadow Creek Pkwy,,Pearland,TX,77584,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,29.583886,-95.387923,2015-04-23,48237,2015-04-23 07:10:38 UTC,,,,,,,,,J1772
ELEC,"CFP II, LLC",240 E Illinois St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,41.8911375,-87.6209561,2015-04-23,65015,2015-04-23 08:38:36 UTC,,,,,,,,,J1772
E85,Beaufort Marine Corps Air Station,Moore St,Building 616,Beaufort,SC,29904,,,E,,Private,DOD fleet use only,,,,,,,,,,,GPS,32.461238,-80.710684,2015-01-06,35197,2015-01-06 17:43:33 UTC,FG,26,United States Marine Corps,2009-02-01,,,,false,
CNG,New York State Department of Transportation,730A Chemung St,Route 17 into Horseheads.,Horseheads,NY,14845,,,E,,Private - Government only,24 hours daily,,,Q,3000 3600,,,,,,,200-8,42.157555,-76.829942,2015-01-06,32814,2015-03-24 18:42:10 UTC,SG,,,2006-06-15,,LD,,,
E85,Pawnee Corner - Shell - Sunshine Energy,1535 E Pawnee,,Wichita,KS,67216,,316-295-4535,E,,Public,"6am-11pm Sun-Th, 6am-12am F-Sat",A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,37.649569,-97.31897099999999,2015-01-06,33727,2015-01-06 17:48:03 UTC,P,,,2009-01-15,,,,false,
ELEC,Lynchburg Nissan,18588 Forest Rd,,Forest,VA,24551,,434-385-7733,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,37.386097,-79.244054,2015-01-06,47555,2015-02-10 18:30:59 UTC,P,,,2012-01-31,,,,,J1772
LPG,INDOT - 71st Street Maintenance Unit,7160 Lafayette Rd,,Indianapolis,IN,46278,,,E,,Private,"Municipal fleets interested in fueling may contact Kellie Walsh (317-985-4380, kellie@greaterindiana.com) for arrangements",,,,,,,,,,,200-8,39.882517,-86.294341,2015-01-06,42786,2015-01-06 17:49:50 UTC,SG,,,,,,false,,
ELEC,Waikiki Beach Marriott,2552 Kalakaua Ave,3rd Floor of Parking Garage and at Valet,Honolulu,HI,96815,,808-922-6611,E,,Public,24 hours daily; see valet for access,,,,,,2,,,,,200-8,21.2731229,-157.822788,2015-01-06,41988,2015-04-07 14:07:36 UTC,P,,,2011-09-30,,,,,J1772
ELEC,Pittsburgh Zoo,1 Wild Pl,,Pittsburgh,PA,15206,,412-365-2520,E,,Public,24 hours daily,,,,,,1,,,,,GPS,40.484469,-79.922492,2015-01-06,64338,2015-01-06 17:49:06 UTC,P,,,2013-06-12,,,,,J1772
LPG,O'Neal Gas,901 N Louisiana St,,Plain Dealing,LA,71064,,318-326-5556,E,,Public,8am-5pm M-F,A Checks Cash D M V,,,,,,,,,,GPS,32.9125268,-93.7047267,2015-03-04,31500,2015-03-04 01:21:11 UTC,P,,,,,,false,,
CNG,Clean Energy - Fontana Truck Stop,14230 Valley Blvd,,Fontana,CA,92335,,866-809-4869,E,,Public - Credit card at all times,"24 hours daily; call 866-809-4869 for Clean Energy card; Also accepts Comdata, EFS, Speedway, TCH, and T-Chek",A CleanEnergy D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,34.070181,-117.4939462,2015-03-04,60266,2015-03-04 14:18:11 UTC,P,,,2013-12-31,,HD,,,
ELEC,CELEBRATION,1999 Central Park Dr,,Okemos,MI,48864,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.727346,-84.421766,2015-04-23,57993,2015-04-23 08:24:06 UTC,,,,,,,,,J1772
ELEC,Woodland Gateway Shopping Center,County Rd 102 & Maxwell Ave,Off I-5 near Sacramento,Woodland,CA,95776,,916-442-4600,E,,Public,24 hours daily,,,,,3,2,,1 SP Inductive  1 Tesla Conductive,,,GPS,38.668736,-121.7287,2015-01-06,35839,2015-04-06 17:58:40 UTC,P,,,2009-05-15,,,,,NEMA520 J1772
ELEC,NATIONAL GRID,Suny at Albany,,Albany,NY,12222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,42.6883686,-73.8230666,2015-04-23,53436,2015-04-23 08:21:26 UTC,,,,,,,,,J1772
ELEC,WHOLE FOODS MKT,1150 Ocean Ave,,San Francisco,CA,94112,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.7238308,-122.4547812,2015-04-23,50062,2015-04-23 08:17:56 UTC,,,,,,,,,J1772
ELEC,Loring Ramp,1330 Nicollet Ave,"Located on the third level of the ramp, clearly marked and reserved for EV charging.",Minneapolis,MN,55403,,612-455-0702,E,,Public,Garage business hours; pay lot,,,,,2,,,,,,200-8,44.9698324,-93.2778249,2015-01-06,60310,2015-03-23 19:25:54 UTC,LG,,,2014-01-01,,,,,NEMA520
E85,Cenex - Ampride C-Store,409 E 4th St,At intersection of Highway 20 and Oak Street.,Ainsworth,NE,69210,,402-387-0144,E,,Public - Credit card after hours,"4am-10pm M-Sat, 5am-7pm Sun",Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.5498796,-99.8580685,2015-04-03,27364,2015-04-03 17:04:36 UTC,P,,,2005-07-15,,,,false,
E85,Stop In Food Stores #67,1220 Seminole Trail,,Charlottesville,VA,22901,,434-973-1005,E,,Public,24 hours daily,A Checks Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,38.0701837,-78.4852962,2015-01-06,33511,2015-01-06 17:49:08 UTC,P,,,2009-01-07,,,,false,
ELEC,NRG eVgo - Walgreens Freedom Station,130 N Oakridge Dr,,Hudson Oaks,TX,76087,,877-455-3833,E,,Public - Card key at all times,24 hours daily; eVgo network subscription and key fob required,,,,,1,1,1,,eVgo Network,https://www.evgonetwork.com/,GPS,32.75774,-97.71054,2015-01-06,50410,2015-04-20 18:08:25 UTC,P,,,2012-11-15,,,,,NEMA520 J1772 CHADEMO
E85,FSC Mart - Godfather's,408 6th St,,Corning,IA,50841,,641-322-3488,E,,Public - Credit card after hours,"5am-10pm Sun-Th, 5am-11pm F-Sat",Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.9880799,-94.7332596,2015-04-03,33448,2015-04-03 16:59:56 UTC,P,,,2008-06-15,,,,false,
ELEC,Lodi Animals Service and Shelter,1345 W Kettleman Ln,,Lodi,CA,95242,,209-333-6815,E,,Public,24 hours daily,,,,,,1,,,,,200-8,38.1155339,-121.2889381,2015-01-06,51921,2015-04-20 21:51:19 UTC,LG,,,2013-03-19,,,,,J1772
